ID_HerramientasQS,NumeroSerie,NumeroReparacion,Tipo,Fabricante,Modelo,Ejecución,Estado
1,09053007,09053007,Destornillador EC,AMT,ECR220SDWR200DWA200SO240,husillo / Spindel,en el servicio / im Betrieb
10,09060380,100096,Destornillador EC,AMT,HCX2150WV12L,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
100,09060925,100081,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1000,200249,200249,Destornilladores (general),Desoutter,ELS8-800-P,Atornillador pistola / Pistolenschrauber,en mantenimiento / Wartung/Rep
1001,200250,200250,Destornilladores (general),Desoutter,ELS8-800-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1002,200251,200251,Destornilladores (general),Desoutter,ELS8-800-P,Atornillador pistola / Pistolenschrauber,en mantenimiento / Wartung/Rep
1003,200252,200252,Destornilladores (general),Desoutter,ELS8-800-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1004,200253,200253,Destornilladores (general),Desoutter,ELS8-800-P,Atornillador pistola / Pistolenschrauber,en mantenimiento / Wartung/Rep
1005,200254,200254,Destornilladores (general),Desoutter,ELS8-800-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1006,200255,200255,Destornilladores (general),Desoutter,ELS8-800-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1007,200256,200256,Destornilladores (general),Desoutter,ELS8-800-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1008,200257,200257,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1009,200258,200258,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
101,09060926,100112,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1010,200259,200259,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1011,200260,200260,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1012,200261,200261,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1013,200262,200262,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1014,200263,200263,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1015,200264,200264,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1016,200265,200265,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1017,200266,200266,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1018,200267,200267,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1019,200268,200268,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
102,09060927,09060927,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1020,200269,200269,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1021,200270,200270,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1022,200271,200271,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1023,200272,200272,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1024,200273,200273,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1025,200274,200274,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1026,200275,200275,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1027,200276,200276,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1028,200277,200277,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1029,200278,200278,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
103,09060928,100076,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1030,200279,200279,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1031,200280,200280,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1032,200281,200281,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1033,200282,200282,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1034,200283,200283,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1035,200284,200284,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1036,200285,200285,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1037,200286,200286,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1038,200287,200287,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1039,200288,200288,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
104,09060929,100163,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,en la bodega / Im Lager
1040,200289,200289,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1041,200290,200290,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1042,200291,200291,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1043,200292,200292,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1044,200293,200293,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1045,200294,200294,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1046,200295,200295,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1047,200296,200296,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en la bodega / Im Lager
1048,200297,200297,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1049,200298,200298,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
105,09060930,100078,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1050,200299,200299,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1051,200300,200300,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1052,200301,200301,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1053,200302,200302,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1054,200303,200303,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1055,200304,200304,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1056,200305,200305,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1057,200306,200306,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1058,200307,200307,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1059,200308,200308,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en la bodega / Im Lager
106,09060931,100047,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1060,200309,200309,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1061,200310,200310,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1062,200311,200311,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1063,200312,200312,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1064,200313,200313,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1065,200314,200314,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1066,200315,200315,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1067,200316,200316,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1068,200317,200317,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1069,200318,200318,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,Baja por Dañado / Geschädigt
107,09060932,100108,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1070,200319,200319,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1071,200320,200320,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1072,200321,200321,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1073,200322,200322,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1074,200323,200323,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1075,200324,200324,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,perdido / vermisst
1076,200325,200325,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1077,200326,200326,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1078,200327,200327,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1079,200328,200328,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
108,09060933,100028,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1080,200329,200329,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1081,200330,200330,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1082,200331,200331,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1083,200332,200332,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,perdido / vermisst
1084,200333,200333,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1085,200334,200334,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1086,200335,200335,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1087,200336,200336,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1088,200337,200337,Destornilladores (general),Desoutter,ELS30-300-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1089,200338,200338,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
109,09060934,100171,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1090,200339,200339,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1091,200340,200340,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1092,200341,200341,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1093,200342,200342,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,en la bodega / Im Lager
1094,200343,200343,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1095,200344,200344,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1096,200345,200345,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1097,200346,200346,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1098,200347,200347,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1099,200348,200348,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
11,09060381,09060381,Destornillador EC,AMT,ECR326Q3DWR300DWA300AZ350,husillo / Spindel,en el servicio / im Betrieb
110,09060935,100030,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1100,200349,200349,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1101,200350,200350,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1102,200351,200351,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1103,200352,200352,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,perdido / vermisst
1104,200353,200353,Destornilladores (general),Desoutter,ELS7-880-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1105,200354,200354,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en la bodega / Im Lager
1106,200355,200355,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1107,200356,200356,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1108,200357,200357,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1109,200358,200358,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
111,09060936,100015,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1110,200359,200359,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1111,200360,200360,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1112,200361,200361,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1113,200362,200362,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1114,200363,200363,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1115,200364,200364,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1116,200365,200365,Destornilladores (general),Desoutter,ELS45-180-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1117,200366,200366,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1118,200367,200367,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en la bodega / Im Lager
1119,200368,200368,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en la bodega / Im Lager
112,09060937,100111,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1120,200369,200369,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1121,200370,200370,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1122,200371,200371,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1123,200372,200372,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1124,200373,200373,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1125,200374,200374,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1126,200375,200375,Destornilladores (general),Desoutter,ELS7-360-A,Atornillador angular / Winkelschrauber,en la bodega / Im Lager
1127,200376,200376,Destornilladores (general),Desoutter,ELS7-360-A,Atornillador angular / Winkelschrauber,en la bodega / Im Lager
1128,200377,200377,Destornilladores (general),Desoutter,ELS7-360-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1129,200378,200378,Destornilladores (general),Desoutter,ELS7-360-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
113,09060938,100027,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1130,200379,200379,Destornilladores (general),Desoutter,ELS7-360-A,Atornillador angular / Winkelschrauber,en la bodega / Im Lager
1131,200380,200380,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1132,200381,200381,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1133,200382,200382,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1134,200383,200383,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1135,200384,200384,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en mantenimiento / Wartung/Rep
1136,200385,200385,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,perdido / vermisst
1137,200386,200386,Destornilladores (general),Desoutter,ELS12-600-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1138,200387,200387,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,perdido / vermisst
1139,200388,200388,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en la bodega / Im Lager
114,09060939,100043,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1140,200389,200389,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1141,200390,200390,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1142,200391,200391,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en mantenimiento / Wartung/Rep
1143,200392,200392,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en mantenimiento / Wartung/Rep
1144,200393,200393,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en mantenimiento / Wartung/Rep
1145,200394,200394,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1146,200395,200395,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1147,200396,200396,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1148,200397,200397,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en mantenimiento / Wartung/Rep
1149,200398,200398,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en mantenimiento / Wartung/Rep
115,09060940,100056,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1150,200399,200399,Destornilladores (general),Desoutter,ELS12-600-P,Atornillador pistola / Pistolenschrauber,en mantenimiento / Wartung/Rep
1151,200400,200400,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1152,200401,200401,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1153,200402,200402,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1154,200403,200403,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en mantenimiento / Wartung/Rep
1155,200404,200404,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1156,200405,200405,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en mantenimiento / Wartung/Rep
1157,200406,200406,Destornilladores (general),Desoutter,ELS6-1000-P,Atornillador pistola / Pistolenschrauber,en la bodega / Im Lager
1158,200407,200407,Destornilladores (general),Desoutter,ELS8-400-P,Atornillador pistola / Pistolenschrauber,en mantenimiento / Wartung/Rep
1159,200408,200408,Destornilladores (general),Desoutter,ELS8-400-P,Atornillador pistola / Pistolenschrauber,perdido / vermisst
116,09060941,100041,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1160,200409,200409,Destornilladores (general),Desoutter,ELS8-400-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1161,200410,200410,Destornilladores (general),Desoutter,ELS8-400-P,Atornillador pistola / Pistolenschrauber,en mantenimiento / Wartung/Rep
1162,200411,200411,Destornilladores (general),Desoutter,ELS8-400-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1163,200412,200412,Destornilladores (general),Desoutter,ELS2.5-1550-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1164,200413,200413,Destornilladores (general),Desoutter,ELS2.5-1550-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1165,200414,200414,Destornilladores (general),Desoutter,ELS2.5-1550-P,Atornillador pistola / Pistolenschrauber,en mantenimiento / Wartung/Rep
1166,200415,200415,Destornilladores (general),Desoutter,ELS2.5-1550-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1167,200416,200416,Destornilladores (general),Desoutter,ELS2.5-1550-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1168,200417,200417,Destornilladores (general),Desoutter,ELS12-600-P,Atornillador pistola / Pistolenschrauber,en mantenimiento / Wartung/Rep
1169,200418,200418,Destornilladores (general),Desoutter,ELS12-600-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
117,09060942,100138,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,en la bodega / Im Lager
1170,200419,200419,Destornilladores (general),Desoutter,ELS12-600-P,Atornillador pistola / Pistolenschrauber,en el servicio / im Betrieb
1171,200420,200420,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1172,200421,200421,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1173,200422,200422,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1174,200423,200423,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1175,200424,200424,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1176,200425,200425,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,perdido / vermisst
1177,200426,200426,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1178,200427,200427,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1179,200428,200428,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
118,09060943,100160,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1180,200429,200429,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1181,200430,200430,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1182,200431,200431,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1183,200432,200432,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1184,200433,200433,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1185,200434,200434,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1186,200435,200435,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1187,200436,200436,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,Baja por Dañado / Geschädigt
1188,200437,200437,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en el servicio / im Betrieb
1189,200438,200438,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
119,09060944,100057,Destornillador EC,AMT,HCX1039WV38,Atornillador angular / Winkelschrauber,Baja por Dañado / Geschädigt
1190,200439,200439,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en la bodega / Im Lager
1191,200440,200440,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
1192,200441,200441,Destornilladores (general),Desoutter,EAB60-370-A,Atornillador angular / Winkelschrauber,en mantenimiento / Wartung/Rep
